resource_id,skill_id,resource_type,resource_title,description,difficulty,estimated_time,url,rating,popularity
352,145,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Intermediate,3,https://www.youtube.com/watch?v=WUvTyaaNkzM,4.3,4819
353,145,video,3Blue1Brown Essence of Linear Algebra,A resource covering 3blue1brown essence of linear algebra,Intermediate,3,https://www.youtube.com/watch?v=fNk_zzaMoSs,4.9,179
354,145,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Intermediate,26,https://www.khanacademy.org/math,3.7,2217
355,145,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Intermediate,2,https://www.youtube.com/watch?v=WUvTyaaNkzM,5.0,4730
356,145,video,3Blue1Brown Essence of Linear Algebra,A resource covering 3blue1brown essence of linear algebra,Intermediate,3,https://www.youtube.com/watch?v=fNk_zzaMoSs,3.8,339
357,146,course,Coursera Algorithms Specialization (Stanford),A resource covering coursera algorithms specialization (stanford),Intermediate,38,https://www.coursera.org/specializations/algorithms,4.9,1445
358,146,article,GeeksforGeeks Programming Tutorials,A resource covering geeksforgeeks programming tutorials,Intermediate,5,https://www.geeksforgeeks.org/,3.9,3864
359,147,course,MIT OpenCourseWare 6.001 Structure and Interpretation,A resource covering mit opencourseware 6.001 structure and interpretation,Intermediate,32,https://ocw.mit.edu/courses/6-001-structure-and-interpretation-of-computer-programs-spring-2005/,3.7,4261
360,147,article,GeeksforGeeks Programming Tutorials,A resource covering geeksforgeeks programming tutorials,Intermediate,6,https://www.geeksforgeeks.org/,4.2,3632
361,148,video,CS50x Introduction to Computer Science (Harvard),A resource covering cs50x introduction to computer science (harvard),Advanced,27,https://cs50.harvard.edu/x/,4.6,2288
362,148,book,The Pragmatic Programmer by Hunt & Thomas,A resource covering the pragmatic programmer by hunt & thomas,Advanced,28,https://www.oreilly.com/library/view/the-pragmatic-programmer/9780135956977/,4.0,1496
363,149,video,CS50x Introduction to Computer Science (Harvard),A resource covering cs50x introduction to computer science (harvard),Intermediate,28,https://cs50.harvard.edu/x/,4.4,4805
364,149,book,Introduction to Algorithms (CLRS),A resource covering introduction to algorithms (clrs),Intermediate,50,https://www.amazon.com/Introduction-Algorithms-CLRS/dp/0262046305,4.3,3580
365,150,video,CS50x Introduction to Computer Science (Harvard),A resource covering cs50x introduction to computer science (harvard),Intermediate,31,https://cs50.harvard.edu/x/,4.1,4038
366,150,video,freeCodeCamp Full Programming Bootcamp,A resource covering freecodecamp full programming bootcamp,Intermediate,11,https://www.youtube.com/watch?v=zOjov-2OZ0E,4.4,757
367,151,course,Coursera Data Science Specialization (Johns Hopkins),A resource covering coursera data science specialization (johns hopkins),Advanced,36,https://www.coursera.org/specializations/jhu-data-science,3.9,3860
368,151,book,The Elements of Statistical Learning,A resource covering the elements of statistical learning,Advanced,57,https://hastie.su.domains/ElemStatLearn/,4.6,2860
369,152,video,Data School YouTube Channel,A resource covering data school youtube channel,Advanced,9,https://www.youtube.com/@dataschool,3.5,3355
370,152,book,Hands-On Machine Learning by Aurélien Géron,A resource covering hands-on machine learning by aurélien géron,Advanced,42,https://www.oreilly.com/library/view/hands-on-machine-learning/9781492032632/,4.9,2740
371,153,course,Kaggle Learn Free Data Science Courses,A resource covering kaggle learn free data science courses,Intermediate,23,https://www.kaggle.com/learn,4.3,2640
372,153,course,Coursera Data Science Specialization (Johns Hopkins),A resource covering coursera data science specialization (johns hopkins),Intermediate,32,https://www.coursera.org/specializations/jhu-data-science,4.6,866
373,154,book,Pattern Recognition and Machine Learning by Bishop,A resource covering pattern recognition and machine learning by bishop,Advanced,62,https://www.springer.com/gp/book/9780387310732,4.6,1327
374,154,article,Papers With Code Trending Research,A resource covering papers with code trending research,Advanced,4,https://paperswithcode.com/,4.5,2711
375,155,video,3Blue1Brown Neural Networks Series,A resource covering 3blue1brown neural networks series,Advanced,3,https://www.youtube.com/watch?v=aircAruvnKk,4.0,3382
376,155,book,"Deep Learning by Goodfellow, Bengio & Courville","A resource covering deep learning by goodfellow, bengio & courville",Advanced,50,https://www.deeplearningbook.org/,3.6,4068
377,156,book,You Don't Know JS Series by Kyle Simpson,A resource covering you don't know js series by kyle simpson,Advanced,36,https://github.com/getify/You-Dont-Know-JS,4.5,2371
378,156,video,Traversy Media Web Development Tutorials,A resource covering traversy media web development tutorials,Advanced,8,https://www.youtube.com/@TraversyMedia,4.0,3290
379,157,course,The Odin Project Full Stack Web Dev (Free),A resource covering the odin project full stack web dev (free),Advanced,70,https://www.theodinproject.com/,4.0,4516
380,157,course,freeCodeCamp Responsive Web Design Certification,A resource covering freecodecamp responsive web design certification,Advanced,26,https://www.freecodecamp.org/learn/responsive-web-design/,4.8,310
381,158,course,Linux Foundation Kubernetes Fundamentals (LFS258),A resource covering linux foundation kubernetes fundamentals (lfs258),Advanced,29,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,4.6,3735
382,158,course,Google Cloud Professional Architect Prep Course,A resource covering google cloud professional architect prep course,Advanced,32,https://cloud.google.com/certification/cloud-architect,4.0,731
383,159,article,AWS Well-Architected Framework Whitepapers,A resource covering aws well-architected framework whitepapers,Intermediate,7,https://aws.amazon.com/architecture/well-architected/,4.0,2586
384,159,book,Terraform: Up and Running by Yevgeniy Brikman,A resource covering terraform: up and running by yevgeniy brikman,Intermediate,17,https://www.oreilly.com/library/view/terraform-up/9781492046899/,4.1,2077
385,160,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Advanced,34,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,4.1,2658
386,160,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Advanced,31,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,3.9,959
387,161,book,The Web Application Hacker's Handbook,A resource covering the web application hacker's handbook,Advanced,23,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,3.7,3321
388,161,book,Penetration Testing by Georgia Weidman,A resource covering penetration testing by georgia weidman,Advanced,43,https://www.amazon.com/Penetration-Testing-Hands-Introduction-Hacking/dp/1593275641,4.1,4225
389,162,book,Calculus by James Stewart,A resource covering calculus by james stewart,Advanced,46,https://www.cengage.com/c/calculus-8e-stewart/,4.9,19
390,162,video,3Blue1Brown Essence of Calculus,A resource covering 3blue1brown essence of calculus,Advanced,2,https://www.youtube.com/watch?v=WUvTyaaNkzM,4.5,4454
391,163,book,Linear Algebra Done Right by Sheldon Axler,A resource covering linear algebra done right by sheldon axler,Advanced,35,https://link.springer.com/book/9783319110790,4.9,3794
392,163,video,3Blue1Brown Essence of Linear Algebra,A resource covering 3blue1brown essence of linear algebra,Advanced,3,https://www.youtube.com/watch?v=fNk_zzaMoSs,4.4,3395
393,164,video,Khan Academy Full Mathematics Curriculum,A resource covering khan academy full mathematics curriculum,Advanced,19,https://www.khanacademy.org/math,4.0,454
394,164,video,3Blue1Brown Essence of Linear Algebra,A resource covering 3blue1brown essence of linear algebra,Advanced,2,https://www.youtube.com/watch?v=fNk_zzaMoSs,4.3,1546
395,165,video,StatQuest with Josh Starmer,A resource covering statquest with josh starmer,Advanced,18,https://www.youtube.com/@statquest,3.5,4257
396,165,book,Hands-On Machine Learning by Aurélien Géron,A resource covering hands-on machine learning by aurélien géron,Advanced,40,https://www.oreilly.com/library/view/hands-on-machine-learning/9781492032632/,3.9,2973
397,140,video,Khan Academy Full Mathematics Curriculum (Supplemental),A resource covering khan academy full mathematics curriculum (supplemental),Advanced,17,https://www.khanacademy.org/math,4.1,4093
398,35,video,StatQuest with Josh Starmer (Supplemental),A resource covering statquest with josh starmer (supplemental),Advanced,19,https://www.youtube.com/@statquest,4.4,3631
399,101,video,freeCodeCamp AWS Certified Cloud Practitioner (Supplemental),A resource covering freecodecamp aws certified cloud practitioner (supplemental),Advanced,10,https://www.youtube.com/watch?v=3hLmDS179YE,4.5,432
400,106,article,OWASP Security Knowledge Base (Supplemental),A resource covering owasp security knowledge base (supplemental),Beginner,5,https://owasp.org/,4.2,1677
401,83,article,MDN Web Docs JavaScript Reference (Supplemental),A resource covering mdn web docs javascript reference (supplemental),Beginner,4,https://developer.mozilla.org/,4.2,2197
402,116,article,OWASP Security Knowledge Base (Supplemental),A resource covering owasp security knowledge base (supplemental),Intermediate,5,https://owasp.org/,3.8,4509
403,7,book,Clean Code by Robert C. Martin (Supplemental),A resource covering clean code by robert c. martin (supplemental),Advanced,25,https://www.oreilly.com/library/view/clean-code/9780136083238/,4.2,1083
404,46,course,DeepLearning.AI Deep Learning Specialization (Supplemental),A resource covering deeplearning.ai deep learning specialization (supplemental),Intermediate,33,https://www.coursera.org/specializations/deep-learning,4.9,2369
405,117,video,NetworkChuck Cybersecurity YouTube Channel (Supplemental),A resource covering networkchuck cybersecurity youtube channel (supplemental),Advanced,4,https://www.youtube.com/@NetworkChuck,4.7,3599
406,52,book,Pattern Recognition and Machine Learning by Bishop (Supplemental),A resource covering pattern recognition and machine learning by bishop (supplemental),Advanced,54,https://www.springer.com/gp/book/9780387310732,3.8,3980
407,137,video,3Blue1Brown Essence of Linear Algebra (Supplemental),A resource covering 3blue1brown essence of linear algebra (supplemental),Advanced,3,https://www.youtube.com/watch?v=fNk_zzaMoSs,3.6,1004
408,24,article,GeeksforGeeks Programming Tutorials (Supplemental),A resource covering geeksforgeeks programming tutorials (supplemental),Advanced,5,https://www.geeksforgeeks.org/,4.3,246
409,65,video,Stanford CS231n Convolutional Neural Networks (Supplemental),A resource covering stanford cs231n convolutional neural networks (supplemental),Advanced,26,https://cs231n.stanford.edu/,4.4,4997
410,141,course,MIT OpenCourseWare 18.01 Single Variable Calculus (Supplemental),A resource covering mit opencourseware 18.01 single variable calculus (supplemental),Intermediate,50,https://ocw.mit.edu/courses/18-01-single-variable-calculus-fall-2006/,4.0,1970
411,42,course,Kaggle Learn Free Data Science Courses (Supplemental),A resource covering kaggle learn free data science courses (supplemental),Advanced,18,https://www.kaggle.com/learn,4.7,1307
412,32,course,Coursera Data Science Specialization (Johns Hopkins) (Supplemental),A resource covering coursera data science specialization (johns hopkins) (supplemental),Advanced,46,https://www.coursera.org/specializations/jhu-data-science,4.6,2555
413,134,video,3Blue1Brown Essence of Linear Algebra (Supplemental),A resource covering 3blue1brown essence of linear algebra (supplemental),Advanced,3,https://www.youtube.com/watch?v=fNk_zzaMoSs,4.5,4522
414,30,course,Kaggle Learn Free Data Science Courses (Supplemental),A resource covering kaggle learn free data science courses (supplemental),Intermediate,18,https://www.kaggle.com/learn,3.8,122
415,91,course,Linux Foundation Kubernetes Fundamentals (LFS258) (Supplemental),A resource covering linux foundation kubernetes fundamentals (lfs258) (supplemental),Advanced,39,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,3.8,4534
416,58,course,fast.ai Practical Deep Learning for Coders (Supplemental),A resource covering fast.ai practical deep learning for coders (supplemental),Advanced,31,https://course.fast.ai/,3.5,3352
417,82,video,Traversy Media Web Development Tutorials (Supplemental),A resource covering traversy media web development tutorials (supplemental),Intermediate,10,https://www.youtube.com/@TraversyMedia,3.9,773
418,47,book,Pattern Recognition and Machine Learning by Bishop (Supplemental),A resource covering pattern recognition and machine learning by bishop (supplemental),Beginner,57,https://www.springer.com/gp/book/9780387310732,4.2,1850
419,11,article,GeeksforGeeks Programming Tutorials (Supplemental),A resource covering geeksforgeeks programming tutorials (supplemental),Intermediate,5,https://www.geeksforgeeks.org/,4.8,939
420,68,book,You Don't Know JS Series by Kyle Simpson (Supplemental),A resource covering you don't know js series by kyle simpson (supplemental),Beginner,38,https://github.com/getify/You-Dont-Know-JS,3.6,3790
421,127,video,Khan Academy Full Mathematics Curriculum (Supplemental),A resource covering khan academy full mathematics curriculum (supplemental),Intermediate,20,https://www.khanacademy.org/math,4.1,972
422,50,article,Papers With Code Trending Research (Supplemental),A resource covering papers with code trending research (supplemental),Intermediate,6,https://paperswithcode.com/,4.4,1271
423,94,course,Linux Foundation Kubernetes Fundamentals (LFS258) (Supplemental),A resource covering linux foundation kubernetes fundamentals (lfs258) (supplemental),Intermediate,39,https://training.linuxfoundation.org/training/kubernetes-fundamentals/,3.8,4092
424,102,course,AWS Certified Solutions Architect Exam Prep (Supplemental),A resource covering aws certified solutions architect exam prep (supplemental),Advanced,23,https://aws.amazon.com/certification/certified-solutions-architect-associate/,4.5,2400
425,66,video,Traversy Media Web Development Tutorials (Supplemental),A resource covering traversy media web development tutorials (supplemental),Beginner,11,https://www.youtube.com/@TraversyMedia,4.2,4178
426,79,course,Frontend Masters Advanced JavaScript Courses (Supplemental),A resource covering frontend masters advanced javascript courses (supplemental),Advanced,19,https://frontendmasters.com/,3.9,2249
427,21,course,MIT OpenCourseWare 6.001 Structure and Interpretation (Supplemental),A resource covering mit opencourseware 6.001 structure and interpretation (supplemental),Advanced,28,https://ocw.mit.edu/courses/6-001-structure-and-interpretation-of-computer-programs-spring-2005/,4.5,3413
428,49,book,Pattern Recognition and Machine Learning by Bishop (Supplemental),A resource covering pattern recognition and machine learning by bishop (supplemental),Intermediate,51,https://www.springer.com/gp/book/9780387310732,3.5,3962
429,71,video,Fireship.io 100 Second Video Series (Supplemental),A resource covering fireship.io 100 second video series (supplemental),Intermediate,5,https://www.youtube.com/@Fireship,4.6,3878
430,114,book,The Web Application Hacker's Handbook (Supplemental),A resource covering the web application hacker's handbook (supplemental),Advanced,23,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,4.7,2006
431,6,course,Coursera Algorithms Specialization (Stanford) (Supplemental),A resource covering coursera algorithms specialization (stanford) (supplemental),Advanced,34,https://www.coursera.org/specializations/algorithms,3.7,3751
432,99,course,AWS Certified Solutions Architect Exam Prep (Supplemental),A resource covering aws certified solutions architect exam prep (supplemental),Advanced,36,https://aws.amazon.com/certification/certified-solutions-architect-associate/,4.1,4525
433,22,video,freeCodeCamp Full Programming Bootcamp (Supplemental),A resource covering freecodecamp full programming bootcamp (supplemental),Intermediate,15,https://www.youtube.com/watch?v=zOjov-2OZ0E,3.8,1194
434,43,book,The Elements of Statistical Learning (Supplemental),A resource covering the elements of statistical learning (supplemental),Intermediate,59,https://hastie.su.domains/ElemStatLearn/,4.9,3152
435,73,article,MDN Web Docs JavaScript Reference (Supplemental),A resource covering mdn web docs javascript reference (supplemental),Intermediate,4,https://developer.mozilla.org/,4.3,1571
436,85,book,You Don't Know JS Series by Kyle Simpson (Supplemental),A resource covering you don't know js series by kyle simpson (supplemental),Intermediate,29,https://github.com/getify/You-Dont-Know-JS,3.6,4920
437,20,book,Clean Code by Robert C. Martin (Supplemental),A resource covering clean code by robert c. martin (supplemental),Advanced,36,https://www.oreilly.com/library/view/clean-code/9780136083238/,3.9,4173
438,115,video,NetworkChuck Cybersecurity YouTube Channel (Supplemental),A resource covering networkchuck cybersecurity youtube channel (supplemental),Intermediate,6,https://www.youtube.com/@NetworkChuck,4.8,1128
439,19,video,freeCodeCamp Full Programming Bootcamp (Supplemental),A resource covering freecodecamp full programming bootcamp (supplemental),Advanced,14,https://www.youtube.com/watch?v=zOjov-2OZ0E,4.2,581
440,23,video,freeCodeCamp Full Programming Bootcamp (Supplemental),A resource covering freecodecamp full programming bootcamp (supplemental),Intermediate,9,https://www.youtube.com/watch?v=zOjov-2OZ0E,4.7,2273
441,110,book,The Web Application Hacker's Handbook (Supplemental),A resource covering the web application hacker's handbook (supplemental),Advanced,27,https://www.amazon.com/Web-Application-Hackers-Handbook/dp/1118026470,4.5,3409
442,92,book,Cloud Native Patterns by Cornelia Davis (Supplemental),A resource covering cloud native patterns by cornelia davis (supplemental),Advanced,26,https://www.manning.com/books/cloud-native-patterns,5.0,2794
443,139,video,3Blue1Brown Essence of Linear Algebra (Supplemental),A resource covering 3blue1brown essence of linear algebra (supplemental),Intermediate,4,https://www.youtube.com/watch?v=fNk_zzaMoSs,4.4,4169
444,54,video,3Blue1Brown Neural Networks Series (Supplemental),A resource covering 3blue1brown neural networks series (supplemental),Advanced,3,https://www.youtube.com/watch?v=aircAruvnKk,4.9,2198
445,40,course,Coursera Data Science Specialization (Johns Hopkins) (Supplemental),A resource covering coursera data science specialization (johns hopkins) (supplemental),Advanced,40,https://www.coursera.org/specializations/jhu-data-science,4.8,31
446,97,article,AWS Well-Architected Framework Whitepapers (Supplemental),A resource covering aws well-architected framework whitepapers (supplemental),Intermediate,10,https://aws.amazon.com/architecture/well-architected/,4.4,2327
